0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,21.0,0.6,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-02-08
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,55.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,2.0,,0.0,,7.0,0.0,,1976-02-09
4.0,1.0,,,,,,,,,,2.0,,,,13.8,,,,,,4.0,,0.0,0.0,,16.0,,,15.0,0.0,,49.0,19.0,,0.0,,5.0,,12.0,42.0,,1976-02-10
2.0,9.0,,,,,,,,,,13.0,,,,9.7,,,,,,0.0,,2.5,23.2,,5.0,,,39.0,0.0,,15.0,2.8,,8.0,,26.0,,26.0,37.0,,1976-02-11
12.0,21.0,,,,,,,,,,12.0,,,,0.0,,,,,,1.0,,0.2,1.5,,0.0,,,0.0,0.0,,14.0,0.0,,5.0,,4.0,,19.0,0.0,,1976-02-12
4.0,13.0,,,,,,,,,,6.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,5.0,,2.0,0.0,,1976-02-13
0.0,3.0,,,,,,,,,,11.0,,,,0.0,,,,,,0.0,,0.0,0.1,,0.0,,,6.0,0.0,,0.0,0.0,,1.1,,2.0,,0.0,0.0,,1976-02-14
0.0,5.0,,,,,,,,,,5.0,,,,0.0,,,,,,0.0,,0.8,8.5,,1.0,,,0.0,0.0,,9.0,0.0,,0.7,,11.0,,0.0,0.0,,1976-02-15
0.0,6.0,,,,,,,,,,4.0,,,,0.0,,,,,,0.0,,0.9,6.8,,0.0,,,0.0,0.0,,0.0,0.0,,3.0,,6.0,,0.0,0.0,,1976-02-16
11.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-02-17
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,9.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-02-18
3.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,2.0,,0.0,0.0,,0.0,,,0.0,0.0,,3.0,0.2,,0.0,,2.0,,10.0,0.0,,1976-02-19
4.0,7.0,,,,,,,,,,3.0,,,,0.2,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,1.0,0.3,,0.0,,3.0,,0.0,0.0,,1976-02-20
7.0,4.0,,,,,,,,,,2.0,,,,0.1,,,,,,5.0,,12.4,22.9,,1.0,,,1.0,0.0,,0.0,0.4,,15.0,,0.0,,0.0,0.0,,1976-02-21
3.0,9.0,,,,,,,,,,40.0,,,,0.0,,,,,,5.0,,0.0,0.0,,0.0,,,5.0,0.0,,26.0,0.6,,3.0,,17.0,,10.0,3.0,,1976-02-22
5.0,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,9.0,,20.0,,0.0,0.0,,1976-02-23
1.0,4.0,,,,,,,,,,5.0,,,,40.8,,,,,,1.0,,8.6,4.6,,0.0,,,0.0,4.0,,2.0,0.0,,2.0,,0.0,,0.0,0.0,,1976-02-24
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,15.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-02-25
0.0,0.0,,,,,,,,,,0.0,,,,22.5,,,,,,6.0,,9.2,12.0,,17.0,,,51.0,57.0,,6.0,44.4,,0.2,,0.0,,10.0,30.0,,1976-02-26
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,2.0,0.0,,0.0,0.0,,0.0,,0.0,,6.0,0.0,,1976-02-27
0.0,0.0,,,,,,,,,,2.0,,,,0.8,,,,,,18.0,,17.4,0.0,,0.0,,,13.0,0.0,,1.0,3.8,,0.0,,0.0,,30.0,3.0,,1976-02-28
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,13.6,27.3,,40.0,,,22.0,30.0,,0.0,0.0,,0.0,,0.0,,0.0,4.0,,1976-02-29
0.0,2.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.2,0.2,,9.0,,,4.0,0.0,,50.0,0.0,,0.0,,19.0,,0.0,2.0,,1976-03-01
2.0,2.0,,,,,,,,,,0.0,,,,48.0,,,,,,0.0,,2.3,0.4,,24.0,,,34.0,46.0,,1.0,60.8,,0.8,,2.0,,10.0,25.0,,1976-03-02
3.0,2.0,,,,,,,,,,3.0,,,,0.2,,,,,,10.0,,0.5,2.8,,0.0,,,16.0,0.0,,0.0,28.7,,0.7,,9.0,,21.0,3.0,,1976-03-03
3.0,7.0,,,,,,,,,,1.0,,,,0.0,,,,,,23.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.5,,2.0,,0.0,,0.0,11.0,,1976-03-04
0.0,10.0,,,,,,,,,,4.0,,,,4.5,,,,,,32.0,,0.6,0.3,,8.0,,,0.0,0.0,,4.0,13.4,,1.8,,2.0,,0.0,20.0,,1976-03-05
0.0,2.0,,,,,,,,,,2.0,,,,0.0,,,,,,15.0,,0.0,0.0,,0.0,,,0.0,24.0,,25.0,0.0,,7.3,,12.0,,0.0,0.0,,1976-03-06
5.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,2.0,,0.0,0.0,,1976-03-07
4.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-03-08
3.0,15.0,,,,,,,,,,1.0,,,,8.3,,,,,,0.0,,0.0,0.0,,0.0,,,5.0,0.0,,0.0,0.0,,0.2,,4.0,,0.0,6.0,,1976-03-09
1.0,0.0,,,,,,,,,,3.0,,,,0.0,,,,,,9.0,,18.0,0.9,,0.0,,,0.0,0.0,,0.0,0.0,,22.0,,8.0,,0.0,10.0,,1976-03-10
6.0,6.0,,,,,,,,,,25.0,,,,4.5,,,,,,1.0,,0.0,0.4,,12.0,,,0.0,0.0,,0.0,0.0,,0.3,,2.0,,0.0,3.0,,1976-03-11
7.0,0.0,,,,,,,,,,3.0,,,,0.0,,,,,,18.0,,0.0,0.0,,0.0,,,3.0,0.0,,0.0,2.5,,6.0,,0.0,,0.0,0.0,,1976-03-12
5.0,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,2.0,,0.0,0.1,,1.0,,,0.0,0.0,,53.0,13.0,,6.1,,3.0,,0.0,7.0,,1976-03-13
10.0,3.0,,,,,,,,,,9.0,,,,0.0,,,,,,12.0,,21.0,8.7,,0.0,,,11.0,0.0,,19.0,0.0,,5.0,,9.0,,10.0,3.0,,1976-03-14
0.0,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.5,,0.0,,0.0,0.0,,1976-03-15
18.0,1.0,,,,,,,,,,12.0,,,,0.0,,,,,,0.0,,0.5,4.4,,27.0,,,1.0,14.0,,2.0,0.2,,0.0,,6.0,,0.0,0.0,,1976-03-16
2.0,9.0,,,,,,,,,,4.0,,,,0.0,,,,,,0.0,,0.0,0.4,,0.0,,,1.0,0.0,,0.0,0.0,,1.1,,1.0,,25.0,0.0,,1976-03-17
0.0,10.0,,,,,,,,,,12.0,,,,23.0,,,,,,48.0,,54.0,64.0,,46.0,,,10.0,42.0,,46.0,52.4,,30.8,,39.0,,42.0,0.0,,1976-03-18
8.0,8.0,,,,,,,,,,5.0,,,,0.0,,,,,,1.0,,0.5,1.2,,2.0,,,8.0,0.0,,0.0,2.3,,5.4,,0.0,,37.0,0.0,,1976-03-19
2.0,3.0,,,,,,,,,,5.0,,,,15.0,,,,,,1.0,,2.6,11.0,,0.0,,,36.0,0.0,,0.0,1.1,,11.6,,8.0,,29.0,25.0,,1976-03-20
0.0,16.0,,,,,,,,,,14.0,,,,40.0,,,,,,25.0,,4.5,2.5,,17.0,,,3.0,15.0,,19.0,24.0,,15.2,,19.0,,20.0,5.0,,1976-03-21
4.0,2.0,,,,,,,,,,0.0,,,,0.0,,,,,,2.0,,4.0,4.9,,5.0,,,11.0,0.0,,6.0,0.3,,2.0,,3.0,,0.0,0.0,,1976-03-22
1.0,3.0,,,,,,,,,,4.0,,,,0.3,,,,,,5.0,,3.4,7.5,,0.0,,,0.0,0.0,,24.0,0.2,,2.8,,7.0,,0.0,0.0,,1976-03-23
4.0,11.0,,,,,,,,,,1.0,,,,0.2,,,,,,4.0,,0.5,6.2,,2.0,,,26.0,0.0,,38.0,0.3,,0.2,,2.0,,0.0,2.0,,1976-03-24
4.0,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,3.0,56.4,,0.0,,,2.0,0.0,,0.0,0.0,,3.2,,9.0,,0.0,0.0,,1976-03-25
0.0,9.0,,,,,,,,,,3.0,,,,0.0,,,,,,7.0,,4.8,7.9,,0.0,,,0.0,0.0,,3.0,0.4,,3.1,,6.0,,0.0,1.0,,1976-03-26
9.0,7.0,,,,,,,,,,9.0,,,,0.0,,,,,,8.0,,55.0,23.4,,4.0,,,0.0,0.0,,16.0,43.3,,8.9,,7.0,,0.0,0.0,,1976-03-27
3.0,7.0,,,,,,,,,,1.0,,,,11.3,,,,,,1.0,,5.0,5.5,,0.0,,,0.0,0.0,,16.0,3.2,,2.7,,18.0,,0.0,0.0,,1976-03-28
2.0,3.0,,,,,,,,,,8.0,,,,80.4,,,,,,57.0,,49.0,18.7,,0.0,,,13.0,54.0,,9.0,2.0,,4.1,,4.0,,10.0,15.0,,1976-03-29
1.0,7.0,,,,,,,,,,1.0,,,,20.5,,,,,,0.0,,18.2,3.1,,5.0,,,50.0,0.0,,0.0,0.1,,0.0,,2.0,,23.0,0.0,,1976-03-30
2.0,5.0,,,,,,,,,,0.0,,,,,,,,,,3.0,,23.0,18.0,,2.0,,,0.0,42.0,,0.0,7.5,,0.8,,0.0,,19.0,0.0,,1976-03-31
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-04-01
0.0,2.0,,,,,,,,,,2.0,,,,0.0,,,,,,2.0,,0.7,9.6,,0.0,,,14.0,0.0,,5.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-04-02
0.0,2.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-04-03
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,22.0,0.0,,1976-04-04
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,2.8,,0.0,,0.0,0.0,,1976-04-05
0.0,1.0,,,,,,,,,,0.0,,,,0.5,,,,,,34.0,,4.0,2.3,,84.0,,,0.0,0.0,,12.0,33.0,,0.0,,0.0,,0.0,1.0,,1976-04-06
0.0,1.0,,,,,,,,,,0.0,,,,1.4,,,,,,2.0,,3.2,8.8,,0.0,,,0.0,0.0,,7.0,3.9,,0.0,,0.0,,0.0,0.0,,1976-04-07
0.0,0.0,,,,,,,,,,0.0,,,,3.6,,,,,,0.0,,0.6,0.4,,9.0,,,0.0,3.0,,26.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-04-08
0.0,0.0,,,,,,,,,,1.0,,,,0.3,,,,,,42.0,,4.0,2.8,,0.0,,,0.0,4.0,,27.0,6.4,,13.8,,6.0,,0.0,0.0,,1976-04-09
8.0,5.0,,,,,,,,,,10.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,4.0,,0.0,0.0,,1976-04-10
24.0,24.0,,,,,,,,,,13.0,,,,22.4,,,,,,28.0,,6.9,59.3,,36.0,,,17.0,20.0,,0.0,12.2,,35.8,,27.0,,0.0,35.0,,1976-04-11
38.0,10.0,,,,,,,,,,2.0,,,,0.0,,,,,,8.0,,0.0,0.0,,2.0,,,0.0,0.0,,12.0,0.0,,16.7,,28.0,,25.0,0.0,,1976-04-12
4.0,2.0,,,,,,,,,,10.0,,,,0.0,,,,,,4.0,,1.5,7.0,,7.0,,,8.0,0.0,,0.0,33.6,,0.7,,19.0,,0.0,0.0,,1976-04-13
8.0,16.0,,,,,,,,,,9.0,,,,28.2,,,,,,52.0,,10.3,15.3,,9.0,,,4.0,0.0,,9.0,10.5,,18.4,,5.0,,0.0,11.0,,1976-04-14
3.0,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,3.0,,1.6,3.6,,1.0,,,4.0,51.0,,0.0,16.9,,8.0,,5.0,,0.0,10.0,,1976-04-15
14.0,5.0,,,,,,,,,,7.0,,,,0.0,,,,,,5.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,10.0,,26.0,,0.0,10.0,,1976-04-16
19.0,2.0,,,,,,,,,,18.0,,,,0.0,,,,,,29.0,,0.0,27.2,,4.0,,,0.0,0.0,,5.0,3.6,,8.6,,8.0,,0.0,0.0,,1976-04-17
1.0,0.0,,,,,,,,,,1.0,,,,0.8,,,,,,2.0,,11.8,9.8,,0.0,,,8.0,0.0,,0.0,2.3,,0.2,,0.0,,0.0,0.0,,1976-04-18
2.0,3.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.4,4.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.3,,4.0,,32.0,0.0,,1976-04-19
12.0,22.0,,,,,,,,,,17.0,,,,4.7,,,,,,32.0,,50.0,31.3,,13.0,,,6.0,18.0,,33.0,13.5,,25.9,,37.0,,0.0,10.0,,1976-04-20
0.0,2.0,,,,,,,,,,0.0,,,,0.6,,,,,,0.0,,5.0,0.2,,0.0,,,2.0,0.0,,0.0,0.0,,0.6,,13.0,,0.0,2.0,,1976-04-21
1.0,0.0,,,,,,,,,,2.0,,,,0.0,,,,,,0.0,,1.0,0.1,,15.0,,,1.0,0.0,,0.0,0.0,,0.0,,0.0,,25.0,0.0,,1976-04-22
0.0,11.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,3.6,,0.0,,,1.0,0.0,,3.0,0.5,,5.3,,31.0,,41.0,0.0,,1976-04-23
8.0,2.0,,,,,,,,,,2.0,,,,0.0,,,,,,2.0,,0.7,0.8,,17.0,,,11.0,0.0,,0.0,0.0,,0.0,,3.0,,0.0,55.0,,1976-04-24
15.0,27.0,,,,,,,,,,10.0,,,,0.0,,,,,,9.0,,2.2,4.0,,0.0,,,43.0,0.0,,5.0,0.0,,7.3,,2.0,,29.0,40.0,,1976-04-25
0.0,16.0,,,,,,,,,,15.0,,,,26.3,,,,,,20.0,,17.0,19.1,,0.0,,,6.0,0.0,,18.0,1.0,,49.7,,23.0,,19.0,1.0,,1976-04-26
17.0,4.0,,,,,,,,,,1.0,,,,0.7,,,,,,0.0,,2.0,2.5,,0.0,,,0.0,0.0,,0.0,1.4,,5.8,,6.0,,0.0,0.0,,1976-04-27
18.0,12.0,,,,,,,,,,16.0,,,,0.0,,,,,,0.0,,0.5,12.0,,2.0,,,28.0,11.0,,0.0,4.2,,1.9,,13.0,,0.0,0.0,,1976-04-28
15.0,11.0,,,,,,,,,,15.0,,,,5.0,,,,,,13.0,,3.8,3.0,,9.0,,,2.0,2.0,,106.0,10.0,,12.6,,14.0,,0.0,2.0,,1976-04-29
0.0,17.0,,,,,,,,,,11.0,,,,3.4,,,,,,30.0,,1.7,26.3,,34.0,,,16.0,18.0,,21.0,8.5,,23.3,,28.0,,22.0,40.0,,1976-04-30
13.0,10.0,,,,,,,,,,1.0,,,,61.6,,,,,,9.0,,6.7,27.7,,10.0,,,15.0,32.0,,48.0,0.0,,4.7,,15.0,,0.0,23.0,,1976-05-01
5.0,18.0,,,,,,,,,,10.0,,,,26.5,,,,,,6.0,,7.3,15.0,,0.0,,,0.0,0.0,,1.0,0.0,,1.2,,2.0,,150.0,0.0,,1976-05-02
6.0,4.0,,,,,,,,,,5.0,,,,4.0,,,,,,37.0,,5.2,10.4,,12.0,,,0.0,23.0,,4.0,6.8,,9.1,,11.0,,10.0,0.0,,1976-05-03
0.0,2.0,,,,,,,,,,0.0,,,,0.7,,,,,,0.0,,0.3,6.5,,0.0,,,1.0,0.0,,0.0,1.2,,2.9,,2.0,,3.0,0.0,,1976-05-04
0.0,2.0,,,,,,,,,,10.0,,,,6.8,,,,,,8.0,,20.5,25.3,,25.0,,,7.0,72.0,,0.0,26.8,,6.2,,11.0,,0.0,17.0,,1976-05-05
6.0,2.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,18.0,0.0,,0.2,,4.0,,28.0,0.0,,1976-05-06
8.0,18.0,,,,,,,,,,6.0,,,,0.0,,,,,,2.0,,0.0,0.2,,0.0,,,0.0,0.0,,2.0,0.0,,19.9,,0.0,,12.0,0.0,,1976-05-07
4.0,2.0,,,,,,,,,,4.0,,,,0.0,,,,,,1.0,,0.0,0.4,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,10.0,,2.0,0.0,,1976-05-08
3.0,3.0,,,,,,,,,,4.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-09
0.0,2.0,,,,,,,,,,5.0,,,,0.0,,,,,,2.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.5,,5.0,,0.0,0.0,,1976-05-10
3.0,1.0,,,,,,,,,,13.0,,,,0.0,,,,,,0.0,,0.0,0.1,,0.0,,,0.0,0.0,,0.0,0.0,,0.7,,3.0,,0.0,0.0,,1976-05-11
4.0,2.0,,,,,,,,,,4.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-12
0.0,15.0,,,,,,,,,,1.0,,,,0.0,,,,,,1.0,,0.5,0.6,,0.0,,,0.0,0.0,,0.0,0.2,,2.0,,2.0,,12.0,0.0,,1976-05-13
4.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,0.0,0.0,,7.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-14
3.0,0.0,,,,,,,,,,1.0,,,,3.4,,,,,,61.0,,0.0,4.2,,6.0,,,10.0,0.0,,0.0,1.0,,0.2,,7.0,,0.0,0.0,,1976-05-15
10.0,2.0,,,,,,,,,,0.0,,,,10.3,,,,,,0.0,,18.5,45.5,,8.0,,,3.0,0.0,,12.0,4.0,,6.2,,15.0,,0.0,4.0,,1976-05-16
40.0,14.0,,,,,,,,,,25.0,,,,70.1,,,,,,6.0,,5.6,30.5,,15.0,,,58.0,0.0,,0.0,50.9,,12.7,,27.0,,23.0,18.0,,1976-05-17
0.0,1.0,,,,,,,,,,0.0,,,,5.1,,,,,,0.0,,2.5,1.1,,0.0,,,0.0,5.0,,0.0,5.0,,0.0,,11.0,,9.0,0.0,,1976-05-18
5.0,10.0,,,,,,,,,,4.0,,,,9.5,,,,,,1.0,,11.5,31.2,,0.0,,,0.0,0.0,,20.0,0.0,,0.7,,0.0,,0.0,0.0,,1976-05-19
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,16.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-20
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-21
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-22
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,52.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-23
36.0,42.0,,,,,,,,,,20.0,,,,15.5,,,,,,41.0,,70.0,41.2,,0.0,,,43.0,103.0,,51.0,16.0,,32.7,,42.0,,13.0,34.0,,1976-05-24
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-05-25
3.0,5.0,,,,,,,,,,5.0,,,,1.8,,,,,,19.0,,1.0,9.2,,0.0,,,1.0,0.0,,32.0,1.5,,7.4,,12.0,,0.0,4.0,,1976-05-26
0.0,2.0,,,,,,,,,,0.0,,,,0.4,,,,,,1.0,,2.4,1.0,,0.0,,,0.0,0.0,,1.0,6.2,,1.0,,0.0,,10.0,50.0,,1976-05-27
2.0,5.0,,,,,,,,,,3.0,,,,0.3,,,,,,0.0,,9.0,7.5,,0.0,,,0.0,0.0,,7.0,0.0,,3.4,,4.0,,0.0,61.0,,1976-05-28
6.0,6.0,,,,,,,,,,6.0,,,,11.5,,,,,,12.0,,24.0,41.0,,27.0,,,15.0,64.0,,14.0,0.3,,19.1,,10.0,,40.0,50.0,,1976-05-29
30.0,11.0,,,,,,,,,,7.0,,,,31.0,,,,,,11.0,,27.5,15.1,,1.0,,,0.0,0.0,,19.0,1.0,,10.2,,8.0,,10.0,0.0,,1976-05-30
0.0,36.0,,,,,,,,,,20.0,,,,0.0,,,,,,16.0,,0.0,32.0,,18.0,,,5.0,10.0,,4.0,1.5,,6.6,,12.0,,0.0,0.0,,1976-05-31
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-01
0.0,1.0,,,,,,,,,,3.0,,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-02
1.0,6.0,,,,,,,,,,15.0,,,,0.5,,,,,,6.0,,0.5,2.7,,4.0,,,0.0,1.0,,2.0,1.6,,0.0,,9.0,,12.0,2.0,,1976-06-03
0.0,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.2,,0.0,,,1.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-04
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.1,,0.5,,17.0,,0.0,0.0,,1976-06-05
5.0,10.0,,,,,,,,,,6.0,,,,0.5,,,,,,0.0,,16.0,21.4,,0.0,,,8.0,0.0,,5.0,0.1,,0.0,,2.0,,0.0,0.0,,1976-06-06
32.0,57.0,,,,,,,,,,6.0,,,,5.7,,,,,,34.0,,6.8,7.4,,16.0,,,5.0,16.0,,21.0,5.0,,55.1,,27.0,,0.0,0.0,,1976-06-07
1.0,2.0,,,,,,,,,,13.0,,,,0.0,,,,,,0.0,,1.1,1.9,,0.0,,,0.0,0.0,,0.0,0.2,,3.6,,8.0,,0.0,0.0,,1976-06-08
16.0,25.0,,,,,,,,,,18.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,32.0,0.9,,0.9,,0.0,,0.0,0.0,,1976-06-09
18.0,15.0,,,,,,,,,,8.0,,,,0.6,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,2.5,,4.0,,0.0,0.0,,1976-06-10
2.0,2.0,,,,,,,,,,0.0,,,,0.3,,,,,,0.0,,1.8,1.5,,0.0,,,0.0,0.0,,3.0,0.0,,2.8,,10.0,,0.0,0.0,,1976-06-11
2.0,6.0,,,,,,,,,,7.0,,,,0.0,,,,,,1.0,,0.0,0.4,,0.0,,,0.0,0.0,,0.0,0.5,,0.8,,0.0,,0.0,3.0,,1976-06-12
0.0,3.0,,,,,,,,,,1.0,,,,19.2,,,,,,0.0,,5.2,0.5,,2.0,,,0.0,4.0,,0.0,0.0,,0.6,,9.0,,0.0,0.0,,1976-06-13
11.0,17.0,,,,,,,,,,11.0,,,,0.9,,,,,,49.0,,4.4,11.4,,0.0,,,0.0,0.0,,16.0,9.8,,30.0,,29.0,,0.0,0.0,,1976-06-14
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-15
0.0,1.0,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,2.7,,0.0,,0.0,2.0,,1976-06-16
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-17
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-18
0.0,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,0.0,,0.0,0.0,,2.0,,,0.0,0.0,,0.0,1.1,,0.0,,0.0,,0.0,0.0,,1976-06-19
24.0,11.0,,,,,,,,,,11.0,,,,0.2,,,,,,0.0,,0.7,2.8,,1.0,,,2.0,0.0,,0.0,0.2,,0.1,,0.0,,0.0,0.0,,1976-06-20
0.0,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-21
3.0,3.0,,,,,,,,,,5.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.9,,0.0,,0.0,0.0,,1976-06-22
3.0,0.0,,,,,,,,,,14.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-23
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,9.0,,0.0,0.0,,1976-06-24
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-25
19.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,4.3,,0.0,,14.0,,0.0,0.0,,1976-06-26
0.0,2.0,,,,,,,,,,5.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,9.0,,0.0,0.0,,1976-06-27
14.0,5.0,,,,,,,,,,16.0,,,,0.2,,,,,,1.0,,0.4,0.4,,0.0,,,0.0,0.0,,3.0,0.0,,3.1,,13.0,,10.0,0.0,,1976-06-28
0.0,2.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.6,0.2,,0.0,,,0.0,0.0,,0.0,0.3,,0.4,,7.0,,0.0,0.0,,1976-06-29
0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,1976-06-30
